=== Tool Life Management ===
Title	Tool Master	Tool Record	Month	Customer Type	Year	No of Parts	Machine clamping force (T)	Tooling cost	Currency	Tool description	Master Type	Warranty (Parts)	Tool Owner	Type of Sprue	Overall Cycle time (s)	Type of press	Standard daily capacity (Parts)	Max daily capacity (Parts)	Part Gross Weight (g)	Part Net Weight (g)	Strip width (mm)	Pitch (mm)	Lead Time (months)	Plant	Tool Type	Plant:Title	Plant:Site	Tool Type:Title	End_of_production	EOP	ID	Created	Modified	MasterRecord	ParentTitle	ToolCurrentStatus	Data	Created By	Modified By	TestCurrency	Property	Part per cycle	PartNumberReference	PartReference	Tool Maker	Warranty Alert	Attachments 
TP-2009-01-60-848					2009	1	848.0					1000000	HILTI				1440.0						2.99	AVO El Fahs	Thermoplastic Injection			TP								In use								A60110746			
TP-2018-08-120-849					2018	8	849.0	114130	EURO	Support (collector box NEM2 anti dust)		20000000	INTEVA	HR on part		H	14400.0						4.83	AVO El Fahs	Thermoplastic Injection			TP								In use								A60110816			
CP-2018-80-250-850					2018	80	850.0	1900	EURO	Joint NEM 2		8000000	INTEVA			V	26585.0						2.3	AVO El Fahs	Compression			CP								In use								A60100058			
TP-2018-04-75-851					2018	4	851.0	23000	EURO	CONNECTEUR DUCATO (Bk)		4000000	NIDEC	HR on mini sprue		H	6912.0						2.99	AVO El Fahs	Thermoplastic Injection			TP								In use								A60100139			
ST-2018-02-60-852					2018	2	852.0	60000	RmB	Brush Holder VM4 (version with door open)		24000000	VALEO				72000.0						4.14	AVO Kunshan	Stamping			ST								In use								A10220004, A60100531			
ST-2012-02-60-853					2012	2	853.0	48000	EURO	Connection NEM		100000000	INTEVA			V	108000.0						2.99	AVO El Fahs	Stamping			ST								In use								A60100356, A60100358			
TP-2018-08-80-854					2018	8	854.0	40950	USD	Brush holder (421)		8000000	MELCO	HR on part		V	6912.0							AVO Monterrey	Thermoplastic Injection			TP								In use											
TP-2018-08-80-855					2018	8	855.0	19000	USD	Slinger (421)		8000000	MELCO	HR on sprue		H	11520.0							AVO Monterrey	Thermoplastic Injection			TP								In use											
TP-2018-04-120-856					2018	4	856.0	112500	RmB	Brush holder		4000000	TMG				5400.0						3.68	AVO Kunshan	Thermoplastic Injection			TP								Fine tuning								T31810001			
ST-2018-01-70-857					2018	1	857.0	34000	RmB	Terminal B		2000000	TMG				54000.0						3.45	AVO Kunshan	Stamping			ST								In use								T31820002			
ST-2018-01-70-858					2018	1	858.0	30000	RmB	Terminal A		2000000	TMG				54000.0						3.45	AVO Kunshan	Stamping			ST								In use								T31820001			
ST-2019-01-70-859					2019	1	859.0	30000	RmB			2000000	Dong Yang				54000.0						3.22	AVO Kunshan	Stamping			ST								DFM / Kick off								T31820001			
ST-2019-01-70-860					2019	1	860.0	30000	RmB			2000000	Dong Yang				54000.0						3.22	AVO Kunshan	Stamping			ST								DFM / Kick off								T31820001			
ST-2019-01-70-861					2019	1	861.0	70000	RmB	Terminal A		2000000	Dong Yang				54000.0						3.22	AVO Kunshan	Stamping			ST								DFM / Kick off								T31820001			
ST-2019-01-70-862					2019	1	862.0			Terminal B		2000000	Dong Yang				54000.0						2.99	AVO Kunshan	Stamping			ST								DFM / Kick off								T31820001			
TP-2018-04-80-863					2018	4	863.0	47950	EURO	Brush mounting plate		4000000	NIDEC	HR on sprue		H	9600.0						4.37	AVO El Fahs	Thermoplastic Injection			TP								In use								A503.658			
TP-2018-04-80-864					2018	4	864.0	107720	EURO	Brush mounting plate (green color)		13200000	NIDEC	HR on sprue		H	9600.0						4.37	AVO El Fahs	Thermoplastic Injection			TP								In use								A503.659, A503.675			
ST-2018-04-80-865					2018	4	865.0	28500	EURO	contact plate		20000000	NIDEC				172800.0						3.45	AVO El Fahs	Stamping			ST								In use								A503.671, A503.672			
ST-2018-01-80-866					2018	1	866.0	32300	EURO	contact plate		10000000	NIDEC			V	86400.0						3.45	AVO El Fahs	Stamping			ST								In use								A503.664, A503.666			
ST-2018-01-80-867					2018	1	867.0	32300	EURO	power pin		10000000	NIDEC			V	86400.0						3.45	AVO El Fahs	Stamping			ST								In use								A503.663, A503.665			
ST-2018-01-60-868					2018	1	868.0	25600	EURO	contact plate		10000000	NIDEC			V	86400.0						3.45	AVO El Fahs	Stamping			ST								In use								A503.667			
ST-2018-01-60-869					2018	1	869.0	25600	EURO	contact plate		10000000	NIDEC			V	86400.0						3.45	AVO El Fahs	Stamping			ST								In use								A503.668			
TP-2018-04-100-870					2018	4	870.0	43500	USD	Brush Holder F552 overmolded		4000000	TRICO	HR on sprue		V	3086.0							AVO Monterrey	Thermoplastic Injection			TP								In use											
TS-2018-04-130-871					2018	4	871.0	27000	USD	Brush box		2000000	VALEO	Cold runner		H	3600.0						3.45	AVO Monterrey	Thermoset Injection			TS								DFM / Kick off								50-0428			
TP-2018-08-80-872					2018	8	872.0	65000	EURO	Collector box		8000000	INTEVA	HR on part		H	16457.0						4.37	AVO El Fahs	Thermoplastic Injection			TP								In use								A60102000			
ST-2018-01-80-873					2018	1	873.0	16026.33333	EURO	Power insert left		10000000	INTEVA				72000.0						2.99	AVO El Fahs	Stamping			ST								In use								A60102001, 53-0785 , A60102002, 53-0786			
TP-2018-08-120-874					2018	8	874.0	114526	EURO	Commutator housing		8000000	INTEVA	HR on part		V	6912.0						4.83	AVO El Fahs	Thermoplastic Injection			TP								Production end								A60102010			
TP-2018-08-80-875					2018	8	875.0	38100	EURO	Commutator housing (seal)		8000000	INTEVA	HR on sprue		H	6912.0						4.83	AVO El Fahs	Thermoplastic Injection			TP								Production end								A60102010			
TP-2018-08-60-876					2018	8	876.0	8233	EURO	Agrafe - Clip		8000000	INTEVA	cold runner		H	16457.0						3.45	AVO El Fahs	Thermoplastic Injection			TP								Production end								A60102011			
ST-2018-02-60-877					2018	2	877.0	15457.33333	EURO	Power insert right		20000000	INTEVA			V	144000.0						2.99	AVO El Fahs	Stamping			ST								In use								A60102012			
ST-2018-02-60-878					2018	2	878.0	13334.33333	EURO	Power insert left		20000000	INTEVA				144000.0						2.99	AVO El Fahs	Stamping			ST								Production end								A60102013			
ST-2018-01-25-879					2018	1	879.0	5154.333333	EURO	Ground connection		20000000	INTEVA			V	144000.0						2.99	AVO El Fahs	Stamping			ST								Production end								A60102014			
ST-2018-02-25-880					2018	2	880.0	10475.33333	EURO	Connexion		20000000	INTEVA			V	144000.0						2.99	AVO El Fahs	Stamping			ST								Production end								A60102016			
ST-2018-01-60-881					2018	1	881.0	13084	EURO	Overmolded contact		10000000	INTEVA			V	72000.0						2.99	AVO El Fahs	Stamping			ST								Production end								A60102017			
ST-2018-01-25-882					2018	1	882.0	32000	RmB	Terminal E		20000000	MELCO			V	54000.0						3.45	AVO Monterrey	Stamping			ST								In use								53-0782			
ST-2018-01-25-883					2018	1	883.0	34000	RmB	Terminal F		20000000	MELCO				54000.0						3.45	AVO Monterrey	Stamping			ST								In use								53-0783			
TP-2019-04-40-884					2019	4	884.0	105000	RmB	DY brush holder unit (D15)		4000000	Dong Yang	HR on mini sprue		V							3.68	AVO Kunshan	Thermoplastic Injection			TP								Fine tuning								D11410001			
TP-2019-04-40-885					2019	4	885.0	85000	RmB	DY brush holder U611 & U625		4000000	Dong Yang			V							3.68	AVO Kunshan	Thermoplastic Injection			TP								Fine tuning								D11810002			
TP-2019-04-70-886					2019	4	886.0	35000	RmB	DY seal U625		4000000	Dong Yang	HR on mini sprue		H	2469.0						2.99	AVO Kunshan	Thermoplastic Injection			TP								Fine tuning								D11810002, D11810001			
ST-2019-01-40-887					2019	1	887.0	70000	RmB	DY terminal A U611 & U625		2000000	Dong Yang			H	1080.0						3.22	AVO Kunshan	Stamping			ST								Fine tuning								D11820002			
ST-2019-01-40-888					2019	1	888.0			DY terminal B U611 & U625		2000000	Dong Yang			H	1080.0						3.22	AVO Kunshan	Stamping			ST								Fine tuning								D11820003			
ST-2019-01-50-889					2019	1	889.0	24850	EURO	Terminal male (en CuSn6)		50000000	VALEO			V	216000.0						3.45	AVO El Fahs	Stamping			ST								In use								A60101918			
ST-2019-03-80-890					2019	3	890.0	60600	RmB	Brush plate bakelite VM4		9000000	VALEO				216000.0						2.99	AVO El Fahs	Stamping			ST								DFM / Kick off								A60101132			
ST-2019-02-80-891					2019	2	891.0	48200	RmB	Plaquette Bakelite MNG2 Evolution 2L/2C		6000000	VALEO				144000.0						2.99	AVO Kunshan	Stamping			ST								In use								A60110801			
TP-2008-08-60-892					2008	8	892.0	3500	USD	Trip ring		8000000	VALEO										3.45	AVO El Fahs	Thermoplastic Injection			TP								DFM / Kick off								A60101132			
TP-2010-08-80-893					2010	8	893.0	9800	USD	HOUSING SW4		8000000	VALEO											AVO El Fahs	Thermoplastic Injection			TP								DFM / Kick off								T6J138Y01			
TP-2019-04-100-894					2019	4	894.0	29050	EURO	INSULATING PART		4000000	PIERBURG	HR on part		H	6912.0						3.45	AVO El Fahs	Thermoplastic Injection			TP								Fine tuning								A60102040			
ST-2019-01-60-895					2019	1	895.0	106700	RmB	Motor Kontakt 1		5000000	PIERBURG			V	54000.0						2.99	AVO El Fahs	Stamping			ST								In use								A60102041			
ST-2019-01-80-896					2019	1	896.0	131700	RmB	Brush bracket		5000000	PIERBURG			V	54000.0						3.22	AVO El Fahs	Stamping			ST								In use								A60102045			
ST-2019-01-60-897					2019	1	897.0	80100	RmB	VERDINDER		5000000	PIERBURG			V	54000.0						3.22	AVO El Fahs	Stamping			ST								In use								A60102043			
TP-2019-02-60-898					2019	2	898.0	3883	EURO	MOUNTING BRACKET		1000000	PIERBURG	cold runner		H	3086.0						4.6	AVO El Fahs	Thermoplastic Injection			TP								In use											
TS-2019-16-100-899					2019	16	899.0	34501,15	EURO	BRUSH BOX (N389709-C2D1)		7200000	B & D	Cold runner		H	9874.0						3.91	AVO Monterrey	Thermoset Injection			TS								In use								50-0733			
TP-2019-06-85-900					2019	6	900.0	13000	USD	GW Brush retainer		6000000	VALEO	Cold runner		H	15247.0						2.76	AVO Monterrey	Thermoplastic Injection			TP								In use											
CP-2019-72-250-901					2019	72	901.0	2250	EURO	Joint NEM 2		7200000	INTEVA			V	23926.0						2.3	AVO El Fahs	Compression			CP								Production end								A60100058			
TP-2019-02-100-902					2019	2	902.0	29300	EURO	Brush holder 5AQGen3		2000000	RENAULT	HR on part		H	2469.0						3.68	AVO Poitiers	Thermoplastic Injection			TP								Production end								A60101609			
ST-2019-01-80-903					2019	1	903.0	42000	RmB	Brush box back		1000000	DB&D				61714.0						4.14	AVO Monterrey	Stamping			ST								DFM / Kick off								50-0820 (ST1)			
ST-2019-01-60-904					2019	1	904.0	30000	RmB	Brush box		1000000	DB&D				61714.0						4.14	AVO Monterrey	Stamping			ST								DFM / Kick off								50-0820 (ST2)			
ST-2019-01-80-905					2019	1	905.0	38000	RmB	Brush box assy		1000000	DB&D				61714.0						4.14	AVO Monterrey	Stamping			ST								DFM / Kick off								50-0820			
ST-2019-01-30-906					2019	1	906.0	35000	RmB	CAP, REV 12		5000000	AVO Mx				108000.0						2.53	AVO Monterrey	Stamping			ST								DFM / Kick off								53-0612			
TP-2020-08-80-907					2020	8	907.0	12154	USD	Retainer TRICO		9600000	TRICO	cold runner		H	23040.0						2.76	AVO Monterrey	Thermoplastic Injection			TP								In use											
ST-2019-02-30-908					2019	2	908.0	34000	RmB	Terminal A		10000000	Taygene			V	135000.0						3.45	AVO Kunshan	Stamping			ST								In use								T31920001			
ST-2019-02-30-909					2019	2	909.0	34000	RmB	Terminal B		10000000	Taygene			V	135000.0						3.45	AVO Kunshan	Stamping			ST								In use								T31920002			
ST-2019-02-30-910					2019	2	910.0	24000	RmB	Terminal C		10000000	Taygene			V	135000.0						3.45	AVO Kunshan	Stamping			ST								In use								T31920003			
ST-2019-02-30-911					2019	2	911.0	28000	RmB	Terminal ground contact		10000000	Taygene			V	432000.0						3.45	AVO Kunshan	Stamping			ST								In use								T31920004			
TP-2019-04-120-912					2019	4	912.0	156000	RmB	Brush holder		4000000	Taygene	HR on sprue		H	5574.0						3.68	AVO Kunshan	Thermoplastic Injection			TP								In use								T31910001			
TP-2019-08-50-913					2019	8	913.0	50000	RmB	Cover		8000000	Taygene	Cold sprue		H	20329.0						3.68	AVO Kunshan	Thermoplastic Injection			TP								In use								T31910002			
TP-2020-04-100-914					2020	4	914.0	36500	USD	Brush Holder F552 overmolded		4000000	TRICO	HR on sprue		V	3086.0							AVO Monterrey	Thermoplastic Injection			TP								In use											
ST-2020-01-25-915					2020	1	915.0	46800	EURO	Lame lyre G		50000000	INTEVA			V	108000.0						3.68	AVO El Fahs	Stamping			ST								In use								A60101582			
TP-2020-04-80-918					2020	4	918.0	24070	EURO	Connector 10C B479 FCA WD		4000000	NIDEC	HR on runner		H	4547.0						3.68	AVO El Fahs	Thermoplastic Injection			TP								In use								A60102090			
CP-2019-01-150-919					2019	1	919.0	3050	EURO	Tray for SLIM AS		100000	INTEVA			V							1.84	AVO El Fahs	Compression			CP								In use								A20000305			
CP-2019-01-150-920					2019	1	920.0	3050	EURO	Tray for SLIM Elec		100000	INTEVA			V							1.84	AVO El Fahs	Compression			CP								Production end								A20000306			
CP-2019-01-150-939					2019	1	939.0	2220	EURO	tool for Deflashing trays		200000	INTEVA			V							1.84	AVO El Fahs	Compression			CP								In use											
TP-2020-02-100-921					2020	2	921.0			Brush card		0	BOSCH			H								AVO Monterrey	Thermoplastic Injection			TP								In use											
TP-2010-02-80-922					2010	2	922.0			Connecteur PI 6,3x0,8 Bk		0	NIDEC			H								AVO El Fahs	Thermoplastic Injection			TP								In use											
ST-2020-02-60-923					2020	2	923.0	15000	RmB	Terminal		10000000	BOSCH			V	108000.0						3.45	AVO Monterrey	Stamping			ST								In use								53-0789			
ST-2020-01-60-924					2020	1	924.0	52000	RmB	Brush box		5000000	BOSCH			V	54000.0						3.45	AVO Monterrey	Stamping			ST								In use								53-0790			
ST-2020-01-110-925					2020	1	925.0	75000	RmB	Terminal A & B (D15)		20000000	Dong Yang			V							3.22	AVO Kunshan	Stamping			ST								In use								117041701 (D11410001), 117041602 (D11410001)			
TP-2020-04-120-926					2020	4	926.0	200000	RmB	Overmolded Brush holder (D15)		8000000	Dong Yang	HR on sprue		V							3.68	AVO Kunshan	Thermoplastic Injection			TP								In use								D11410001			
TP-2020-04-120-927					2020	4	927.0	60000	RmB	Overmolded Seal (D15)		8000000	Dong Yang	HR on sprue		V							3.68	AVO Kunshan	Thermoplastic Injection			TP								In use								D11410001			
ST-2020-01-80-928					2020	1	928.0			Chemise / Sleeve		5000000	JIANTONG			V	11368.0							CYCLAM Amiens	Stamping			ST								In use											
ST-2020-01-80-929					2020	1	929.0			Boitier / Retainer		5000000	JIANTONG			V	11368.0							CYCLAM Amiens	Stamping			ST								In use											
ST-2020-01-80-930					2020	1	930.0			Anneau exterieur / Ferrule		5000000	JIANTONG			V	11368.0							CYCLAM Amiens	Stamping			ST								In use											
ST-2020-01-80-931					2020	1	931.0			Anneau de membrane / Ferrule		5000000	JIANTONG			V	11368.0							CYCLAM Amiens	Stamping			ST								In use											
TS-2020-08-120-932					2020	8	932.0	80000	RmB	Gasket LSR UP30		4000000	AVO Khs	Cold runner		V	2880.0						4.37	AVO Kunshan	Thermoset Injection			TS								In use								O1880009			
TP-2020-04-80-933					2020	4	933.0	19980	EURO	Housing back up antenna		4000000	VALEO	HR on sprue		H	8229.0						3.68	AVO El Fahs	Thermoplastic Injection			TP								In use								A60102100			
ST-2020-01-20-934					2020	1	934.0			Terminal back up antenna		10000000	VALEO			V	54000.0						2.99	AVO El Fahs	Stamping			ST								In use								A60102102			
TP-2020-04-40-935					2020	4	935.0	12002	USD	Retainer/stopper		4000000	DONG YANG	cold runner		H	7855.0							AVO Monterrey	Thermoplastic Injection			TP								In use											
TS-2020-96-75-936					2020	96	936.0	2700	EURO	Seal SIM2 (AS & Elec)		35000000	INTEVA	Cold runner		V	31832.0						2.76	AVO El Fahs	Thermoset Injection			TS								Mold scraped								A60110820			
CP-2020-01-100-937					2020	1	937.0			Tray for SLIM Elec (1 way for Mx Shipment)		250000	INTEVA			V	227.0						2.07	AVO El Fahs	Compression			CP								Production end											
TP-2020-16-75-938					2020	16	938.0	20000	EURO	Connecteur traversant 3 voies		16000000	VALEO			H	53169.0						2.99	AVO El Fahs	Thermoplastic Injection			TP								In use								A53841977			
CP-2020-48-150-940					2020	48	940.0	1300	EURO	Below/membrane NCP Ø 16 (NBR)		4800000	CYCLAM			V	6912.0							CYCLAM Amiens	Compression			CP								In use											
CP-2020-48-150-941					2020	48	941.0	1600	EURO	Below/membrane NCP Ø 19 (NBR)		4800000	CYCLAM			V	6912.0							CYCLAM Amiens	Compression			CP								In use											
CP-2020-64-150-942					2020	64	942.0	900	EURO	Cup/jonc (NBR)		6400000	CYCLAM			V	9216.0							CYCLAM Amiens	Compression			CP								In use											
CP-2020-64-150-943					2020	64	943.0	900	EURO	Cup/jonc (NBR)		6400000	CYCLAM			V	9216.0							CYCLAM Amiens	Compression			CP								In use											
CP-2020-64-150-944					2020	64	944.0	1700	EURO	Cup inner ring / jonc interbague (NBR)		100000	CYCLAM			V	144.0							CYCLAM Amiens	Compression			CP								In use											
CP-2020-48-150-945					2020	48	945.0	1750	EURO	Below/membrane Hayward (NBR)		4800000	CYCLAM			V	6912.0							CYCLAM Amiens	Compression			CP								In use											
CP-2020-100-150-946					2020	100	946.0	1750	EURO	Seat ring (NBR)		100000	CYCLAM			V	144.0							CYCLAM Amiens	Compression			CP								In use											
CP-2020-64-150-947					2020	64	947.0	1700	EURO	Seat ring inter ring (NBR)		6400000	CYCLAM			V	9216.0							CYCLAM Amiens	Compression			CP								In use											
ST-2020-01-150-948					2020	1	948.0	1160	EURO	Anneau de Membrane NCP18 (Inox 316L)		500000	JIANTONG			V	36000.0							CYCLAM Amiens	Stamping			ST								In use											
ST-2020-01-150-949					2020	1	949.0	1670	EURO	Anneau de Membrane NCP19 (Inox 316L)		500000	JIANTONG			V	36000.0							CYCLAM Amiens	Stamping			ST								In use											
ST-2020-01-150-950					2020	1	950.0	1772	EURO	Anneau de Membrane NCP (Inox 316L)		500000	JIANTONG			V	36000.0							CYCLAM Amiens	Stamping			ST								In use											
ST-2020-01-150-951					2020	1	951.0	1772	EURO	Sleeve/chemise (Inox 316L)		600000	JIANTONG			V	43200.0							CYCLAM Amiens	Stamping			ST								In use											
ST-2020-01-150-952					2020	1	952.0	920	EURO	Anneau de membrane (Inox 316L)		500000	JIANTONG			V	36000.0							CYCLAM Amiens	Stamping			ST								In use											
ST-2020-01-150-953					2020	1	953.0	886	EURO	Anneau de membrane (Inox 316L)		500000	JIANTONG			V	36000.0							CYCLAM Amiens	Stamping			ST								In use											
ST-2020-01-150-954					2020	1	954.0	2530	EURO	Sleeve/chemise (Inox 304)		600000	JIANTONG			V	43200.0							CYCLAM Amiens	Stamping			ST								In use											
